label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,11.617571059431524,1383.8708010335918,0,1375,27,1392
2,103.64858096828047,1359.1560934891486,85,1339,125,1382
3,199.81017257039056,1149.1198910081744,182,1131,220,1170
4,319.16595744680853,885.5936170212766,302,869,338,904
5,732.6117969821673,819.6063100137175,719,802,747,838
6,864.5442857142857,762.1857142857143,853,745,878,781
7,882.3149509803922,929.2071078431372,863,914,901,944
8,889.6465638148668,801.8471248246844,873,789,908,817
9,957.897108271688,859.4936112979153,935,840,983,882
10,980.4116047144153,196.59564823209428,962,178,1002,216
11,991.3802946593001,343.0773480662983,972,326,1013,362
12,1021.44,1027.4946666666667,1006,1010,1036,1044
