label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,15.508838383838384,481.8333333333333,0,467,34,499
2,136.47286821705427,1240.2713178294573,120,1220,155,1261
3,154.10461192350957,262.3532058492688,139,245,172,283
4,159.59303721488595,1298.2256902761105,144,1280,178,1316
5,622.5219552609776,502.0173985086993,603,483,646,523
6,621.4062140391254,587.9689298043728,605,572,640,607
7,696.8842639593909,892.3197969543147,678,877,718,911
8,771.7077826725404,1277.3142437591778,757,1263,788,1294
9,826.7472406181015,433.280353200883,810,417,847,453
10,850.6913580246913,886.5917107583774,831,869,872,905
