label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,268.7455121436114,1065.8838437170011,252,1049,288,1085
2,495.5655430711611,1226.0823970037454,474,1206,520,1249
3,499.6207124010554,493.56992084432716,476,472,528,515
4,529.1830065359477,1056.4161220043572,506,1037,556,1079
5,751.9109026963657,420.34701055099646,735,405,772,439
6,759.8668076109936,364.6881606765328,743,348,780,385
7,802.4424908424909,938.4981684981685,780,920,827,960
8,828.2764227642276,1064.219512195122,813,1049,846,1081
9,903.5368705035971,595.3345323741007,884,577,926,617
10,905.6826347305389,998.8041060735671,887,980,927,1020
11,929.9795511221945,845.662842892768,900,825,965,868
