label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,48.49582947173309,421.5542168674699,24,409,75,436
2,259.437181663837,766.6332767402376,242,747,280,790
3,293.59479166666665,679.7895833333333,274,660,313,699
4,363.94274809160305,934.6610687022901,341,917,388,955
5,391.4904815229563,40.07278835386338,371,26,414,56
6,450.61009933774835,1002.649834437086,429,983,473,1024
7,498.8650394831299,846.0872218234027,452,824,550,868
8,512.2380952380952,914.866927592955,492,892,535,938
9,716.5667752442997,1148.608306188925,697,1128,739,1172
10,732.4554317548747,1015.6448467966574,714,1004,752,1028
11,766.0,1181.374527112232,748,1167,785,1198
12,840.8178893178894,446.8339768339768,822,423,865,477
13,882.2611879576892,1247.3238405207485,857,1227,903,1265
14,888.7224669603524,946.7944199706315,873,932,904,962
15,922.2258979206049,712.7306238185255,899,697,946,728
16,922.8562814070352,1377.2532663316583,905,1357,944,1392
17,954.4330085261876,602.4689403166869,930,570,978,637
18,1000.200328407225,1311.3546798029556,980,1291,1022,1333
19,1028.87625,759.2475,1015,740,1040,780
