label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,10.028985507246377,190.94927536231884,0,178,24,208
2,52.249455337690634,424.0424836601307,30,412,76,437
3,50.95328142380423,504.54393770856507,33,486,69,523
4,74.58181818181818,1269.2207792207791,60,1251,89,1288
5,93.28982300884955,331.6869469026549,76,316,114,350
6,172.64557823129252,1068.3027210884354,150,1049,198,1091
7,245.27817178881008,726.7667454688732,230,698,261,757
8,274.66434262948206,1102.1095617529882,258,1083,295,1125
9,300.99342105263156,1257.218984962406,277,1227,327,1290
10,303.59980806142033,648.3809980806142,291,624,318,674
11,348.52542372881356,197.4947033898305,333,178,367,220
12,385.9314236111111,847.6232638888889,367,829,408,869
13,430.63529411764705,1106.2915966386554,409,1087,454,1128
14,433.4674735249622,901.4583963691376,418,887,450,916
15,443.1865864144454,1039.1289767841788,425,1019,463,1062
16,458.6595067621321,1153.5457438345265,437,1137,485,1174
17,492.4612403100775,1308.452519379845,476,1290,512,1331
18,513.394372693727,1237.8653136531366,482,1211,550,1264
19,518.7019675925926,889.5515046296297,489,862,548,916
20,543.2766884531591,978.362381989833,524,954,562,1002
21,570.4244426094137,1369.3014037985135,548,1351,595,1390
22,691.5148514851485,1051.0738073807381,672,1033,713,1072
23,714.41642228739,191.3958944281525,696,174,736,211
24,726.59450726979,984.5573505654281,706,964,750,1006
25,725.1419472247497,269.3676069153776,707,252,748,292
26,754.3347547974414,1128.907604832978,734,1106,778,1152
27,779.6680672268908,987.498599439776,768,970,792,1007
28,832.7589958158995,821.149790794979,815,802,854,844
29,939.5106088560885,1233.2361623616237,918,1198,962,1275
30,959.770533446232,869.502116850127,939,851,982,889
31,963.514450867052,745.2394715111478,944,727,987,768
32,995.2062911485003,1131.446964155084,976,1107,1019,1154
33,1026.8510638297873,1183.4964539007092,1010,1160,1040,1211
