label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,46.45520833333333,423.715625,23,412,71,436
2,48.81230448383733,177.3555787278415,31,161,70,196
3,163.734395750332,197.79814077025233,151,179,177,218
4,184.0867279894875,248.44415243101182,169,234,201,267
5,247.9954268292683,700.6615853658536,227,681,271,722
6,295.7851851851852,934.6162962962962,275,913,319,958
7,298.0091649694501,1272.2586558044807,283,1253,317,1295
8,303.9538784067086,659.3039832285116,289,636,319,683
9,383.57455113192816,386.04683840749414,361,369,410,405
10,406.056325023084,1139.4681440443214,391,1116,421,1164
11,410.3175074183976,139.31157270029672,394,126,428,152
12,417.26605504587155,1266.437745740498,402,1250,433,1284
13,487.79590865842056,827.1412940057088,460,803,521,857
14,507.4484126984127,158.1706349206349,492,140,527,180
15,555.7552533992583,939.5611866501854,521,903,596,976
16,545.4064352243861,459.8983911939035,527,441,567,482
17,686.6002132196162,1244.724946695096,670,1226,706,1266
18,884.1750358680057,1043.2962697274031,861,1025,910,1063
19,894.7080103359173,579.3953488372093,877,565,914,594
20,916.8517985611511,87.67769784172661,901,74,934,102
21,959.4685185185185,736.5981481481482,941,719,981,756
22,1016.685878962536,699.5365994236312,993,677,1040,723
