label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,17.060802069857697,292.24191461837,0,280,38,306
2,48.478227654698244,425.26126814362107,18,412,80,438
3,61.39716902581182,502.93921731890094,35,484,89,523
4,79.18523878437048,128.36903039073806,63,114,94,144
5,129.2502406159769,140.31857555341674,111,123,152,161
6,136.71806569343065,334.1368613138686,122,313,155,359
7,166.61338289962825,348.1635687732342,151,327,184,373
8,258.89005736137665,747.6529636711281,242,730,279,768
9,304.44380733944956,655.6788990825688,291,634,318,678
10,354.9762237762238,231.41958041958043,339,217,373,248
11,464.1023947151115,966.8364987613543,445,947,485,989
12,483.25180433039293,1034.954290296712,461,1017,507,1056
13,490.6570247933884,1257.1700118063754,465,1232,515,1283
14,552.5954274353877,939.0208747514911,534,921,573,959
15,641.8511950655359,1099.0331534309946,629,1068,658,1130
16,667.0905233380481,984.4115983026874,647,962,687,1008
17,676.3908745247148,1092.3437262357415,656,1069,704,1111
18,809.377969762419,1200.4139668826494,788,1179,833,1223
19,826.6929824561404,501.3438596491228,808,483,848,522
20,847.3327526132405,1326.7787456445992,825,1301,869,1352
21,887.4487767584097,1243.809633027523,865,1224,911,1265
22,893.9007194244605,1346.9035971223022,870,1327,917,1371
23,906.85378743394,769.8990017615972,882,747,932,794
24,926.3177083333334,216.68684895833334,906,193,952,246
25,979.5295489891136,1325.3234836702954,957,1305,1001,1346
26,1001.3793103448276,1187.205938697318,985,1164,1021,1209
27,1006.7310215557638,726.5923149015932,989,708,1026,746
28,1021.6992857142857,1230.1592857142857,1004,1206,1040,1253
29,1028.8754578754579,1372.5201465201465,1016,1359,1040,1388
