label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,12.448160535117056,291.3779264214047,0,280,29,306
2,21.952,1314.0784,3,1293,45,1339
3,48.82383419689119,424.97335307179867,18,412,81,438
4,56.92449922958397,504.771186440678,29,485,86,526
5,63.11133400200602,547.3811434302909,45,531,85,568
6,144.001998001998,326.987012987013,126,311,166,347
7,164.21556886227546,352.4491017964072,148,334,184,374
8,257.4725274725275,750.5401521555368,241,731,277,774
9,303.6947250280584,655.5274971941639,290,634,318,678
10,353.53786906290117,234.41206675224646,338,219,372,252
11,523.3148464163822,1060.1740614334472,506,1038,541,1085
12,552.3691389599318,939.622335890878,533,920,574,962
13,566.8691322901849,862.4331436699857,550,837,590,888
14,595.1283924843424,1181.501043841336,576,1162,616,1203
15,639.3748378728924,872.5745784695201,618,839,664,907
16,635.7196180555555,992.7326388888889,619,973,657,1017
17,658.8802250803858,1186.459807073955,630,1173,689,1202
18,666.7652005174645,1091.8496119016818,643,1040,704,1133
19,707.8814139110605,1002.3101482326111,684,968,738,1046
20,809.0175438596491,1200.7810266406757,786,1180,835,1222
21,816.4689119170985,850.7992227979274,798,837,836,865
22,834.9144654088051,1327.3874213836477,821,1308,850,1348
23,887.4059500959693,1243.9385796545105,869,1227,909,1263
24,891.8357228195938,1347.047192353644,869,1324,916,1370
25,904.3168674698795,897.1373493975904,880,876,935,923
26,926.7585987261147,217.18407643312102,907,194,951,244
27,956.1678321678322,694.7465034965035,931,671,980,719
28,969.8958333333334,1320.5491666666667,949,1304,995,1341
29,1004.199074074074,722.3592592592593,985,705,1025,741
30,1014.5395189003436,1208.9786177930507,987,1168,1040,1251
31,1026.702922077922,1346.3977272727273,1011,1334,1040,1361
