label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,18.543504171632897,294.3611442193087,0,283,41,307
2,8.961335676625659,619.2495606326889,0,604,23,638
3,43.7008797653959,424.2825024437928,19,412,69,437
4,54.40733197556008,507.9399185336049,31,492,79,525
5,85.16013986013986,1063.444055944056,64,1044,111,1083
6,220.10010537407797,177.4141201264489,202,160,240,198
7,228.03664416586307,668.2796528447444,211,651,249,689
8,260.49589603283175,739.5875512995896,240,719,284,763
9,277.0841121495327,246.60020768431983,258,230,299,266
10,300.4233870967742,843.9092741935484,287,822,316,868
11,303.1031149301826,657.5392051557465,289,635,318,681
12,336.07554560716284,215.60492445439283,309,192,365,242
13,335.9328726554788,798.2023692003949,319,780,356,820
14,338.6549079754601,1287.5828220858896,319,1263,361,1315
15,365.00139178844813,1047.7174669450244,343,1026,390,1072
16,406.4856979405034,1135.087528604119,383,1112,436,1164
17,426.5436507936508,1209.7539682539682,408,1195,445,1224
18,626.5980465815177,505.93238166791883,603,480,650,531
19,665.6208393632417,1229.8929088277857,651,1214,681,1247
20,679.8091106290673,1098.5715835140998,660,1085,701,1114
21,698.5751840168244,358.1077812828602,676,328,723,392
22,773.3924221921516,1129.278755074425,750,1097,800,1161
23,772.6899109792284,1176.873887240356,757,1163,789,1192
24,775.4116355653128,1221.97365532382,758,1204,792,1243
25,795.8178472861085,990.327506899724,778,972,817,1011
26,829.43797856049,970.6171516079633,816,955,844,987
27,896.7146892655368,1121.9081920903955,884,1105,912,1140
28,914.7847295864264,110.89395546129374,898,94,935,131
29,925.3973684210526,787.8336842105264,898,767,957,811
30,938.164118246687,1352.0285423037717,921,1335,958,1371
31,973.3311990686846,727.7578579743888,950,701,1000,755
32,999.0743449116393,1187.979890310786,975,1165,1030,1210
