label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,49.763218390804596,425.13409961685824,19,412,82,438
2,261.53616703952275,744.0857568978374,242,724,284,765
3,298.98324022346367,252.9050279329609,277,238,322,271
4,303.2818965517241,843.9543103448276,285,825,324,866
5,303.23643807574206,657.9897645854658,289,635,319,682
6,330.26934984520125,801.4117647058823,314,782,349,824
7,336.8548632218845,1300.25,317,1279,359,1324
8,340.2887989203779,230.55600539811067,327,213,354,249
9,382.5842013888889,1048.5746527777778,363,1031,405,1070
10,408.8915298184961,1136.3833189282627,382,1110,441,1167
11,452.16725978647685,763.6844602609727,433,749,473,778
12,654.2675070028012,989.8823529411765,639,974,670,1005
13,679.0265861027191,1103.496072507553,655,1078,708,1128
14,732.056,967.0133333333333,719,949,746,986
15,788.439398200225,1160.439820022497,752,1081,833,1240
16,822.6311475409836,1340.2472677595629,804,1329,842,1353
17,876.1755319148937,1140.3328267477204,852,1113,900,1167
18,917.2939508506616,111.86862003780719,899,95,939,133
19,928.5525620707871,797.405705229794,900,779,963,822
20,959.4462121212122,1217.0628787878788,941,1194,980,1242
21,982.7516808606006,728.3886149708651,957,704,1013,756
22,1005.1896,1184.5776,985,1159,1031,1207
23,1027.2679509632223,1374.4973730297722,1013,1362,1040,1388
