label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,11.228464419475655,998.2940074906367,0,987,26,1011
2,55.129464285714285,423.31339285714284,29,411,82,437
3,51.348314606741575,497.6666666666667,34,481,69,514
4,74.14889336016097,453.2142857142857,56,436,95,473
5,81.51289134438306,324.25414364640886,62,307,104,345
6,77.32585751978891,1248.7229551451187,62,1231,93,1267
7,123.3586956521739,838.0203804347826,107,825,142,853
8,130.1103752759382,569.775570272259,111,549,154,596
9,128.51991614255766,304.9821802935011,115,284,144,328
10,163.55903866248693,1073.3688610240335,141,1058,187,1091
11,241.10589907604833,860.5771144278607,220,839,266,886
12,251.01612903225808,731.6541935483871,232,705,270,763
13,254.27354260089686,1014.2713004484305,234,992,277,1039
14,279.5530612244898,1108.586394557823,262,1081,300,1140
15,305.09716599190284,1274.302024291498,284,1257,331,1295
16,300.9659442724458,657.7399380804953,287,636,316,681
17,353.9525114155251,199.78082191780823,338,179,374,224
18,410.648538961039,903.3011363636364,391,884,433,925
19,416.0911528150134,588.5603217158177,392,569,445,612
20,437.8741837178929,1112.4923813670005,409,1082,464,1147
21,440.7673319327731,1016.8193277310925,419,988,465,1046
22,501.4933939787741,1045.3075590210094,451,1003,560,1089
23,496.36176694592535,1307.044935262757,476,1288,521,1330
24,489.66829268292685,189.70365853658538,478,169,503,211
25,516.6408794788274,898.6351791530944,486,860,551,935
26,641.4013793103449,1369.1903448275862,629,1351,655,1388
27,710.2305220883534,177.0289156626506,693,156,733,200
28,729.5932749884846,994.710271764164,702,969,759,1022
29,749.3984732824428,1310.4870229007633,735,1296,765,1326
30,768.8800925925926,906.8782407407407,740,884,804,936
31,820.9944532488114,1136.623613312203,803,1116,841,1159
32,855.0376838235294,1210.8648897058824,835,1194,877,1230
33,863.7170542635658,1299.5335917312661,845,1287,884,1314
34,893.1164556962025,1258.8113924050633,878,1241,909,1277
35,896.7569444444445,924.28125,884,904,911,946
36,918.3887587822014,1122.715456674473,901,1104,936,1143
37,940.907133243607,1259.71467025572,923,1248,960,1273
38,947.109841827768,1209.2355008787347,927,1187,968,1232
39,967.3601398601398,742.9895104895105,948,726,991,765
40,986.562200073828,1144.3429309708379,954,1110,1026,1189
41,1006.3303471444569,1380.1914893617022,986,1366,1028,1392
42,1004.2939150401837,1071.816303099885,990,1050,1018,1094
43,1023.4699599465955,1207.8931909212283,1009,1191,1040,1227
