label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,48.666666666666664,586.0314285714286,33,567,69,609
2,74.34762348555452,427.55172413793105,50,413,100,444
3,140.69870759289176,274.7116316639742,120,255,164,297
4,213.9314928425358,19.664621676891617,196,3,236,41
5,259.73805309734513,763.9548672566372,245,743,279,789
6,414.6685082872928,1071.7596685082874,397,1054,435,1092
7,509.668044077135,896.0867768595041,496,880,526,914
8,564.9262994569434,995.4914662529093,533,964,596,1028
9,559.7273901808785,493.78682170542635,543,477,576,513
10,621.6377952755905,1184.210498687664,596,1157,649,1212
11,648.2181603773585,1237.2995283018868,634,1219,664,1258
12,724.4731182795699,990.9086021505376,712,972,737,1010
13,732.5508083140877,906.2609699769054,715,888,751,925
14,744.3377245508982,720.7341317365269,722,698,770,745
15,826.9237360754071,577.5304198800343,806,561,849,596
16,890.85,372.8531914893617,872,358,911,392
17,944.5975274725274,587.396978021978,933,569,957,607
18,963.6473259334006,754.9485368314834,933,733,999,777
