label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,15.478932584269662,507.2022471910112,0,495,35,519
2,48.37187230371009,421.35806729939605,22,409,76,436
3,43.857863751051305,1232.7056349873844,25,1213,65,1255
4,92.62569832402235,25.100558659217878,75,7,114,47
5,152.67404426559355,63.65593561368209,138,45,172,86
6,216.31938857602574,289.1367658889783,195,271,241,310
7,258.53987240829343,760.8301435406698,242,740,279,786
8,267.3155737704918,230.87602459016392,250,214,288,250
9,283.66860986547084,328.90448430493274,253,299,312,367
10,298.69092465753425,670.5325342465753,279,647,319,695
11,377.9553264604811,1080.8075601374571,364,1061,395,1102
12,407.3145216792842,1025.4514796971782,389,1002,427,1050
13,501.3105390185036,390.7208366854384,480,372,525,410
14,526.0610169491525,939.7401129943503,509,920,543,960
15,565.4578997161778,1009.0870387890255,540,995,591,1023
16,620.834899328859,1089.5979865771812,599,1070,643,1113
17,634.3950131233596,1288.1738845144357,609,1263,663,1315
18,651.9974587039391,1125.2287166454892,634,1109,670,1142
19,661.4660734149054,799.3426028921024,640,784,683,816
20,687.8038768529076,1017.0706955530217,667,1001,709,1033
21,741.2596899224807,1219.593023255814,728,1202,757,1239
22,742.9304556354916,415.26378896882494,729,397,758,436
23,772.2584951456311,1186.6881067961165,752,1163,796,1211
24,795.1470588235294,1376.7414860681115,783,1360,808,1392
25,860.3178360101437,278.6576500422654,842,260,882,300
26,981.2565517241379,473.9462068965517,957,455,1008,495
27,993.7948410317937,928.3455308938212,970,908,1021,953
28,983.6800433839479,577.4880694143167,972,554,996,602
29,1004.9315476190476,1222.138392857143,991,1206,1020,1239
30,1019.7806267806268,329.72744539411207,1003,309,1040,352
31,1028.2596789423985,758.5288007554296,1015,734,1040,784
