label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,49.044682752457554,421.065236818588,24,408,76,437
2,257.0987748851455,770.9961715160796,238,750,279,796
3,300.8057882711348,666.3815689261234,281,639,321,695
4,341.2332382310984,896.3844507845935,322,874,363,921
5,463.4053271569195,982.4736537348002,440,957,485,1008
6,514.8575,912.259375,494,889,537,937
7,539.684388185654,995.1569620253165,512,979,568,1011
8,613.7395993836672,1241.2141756548535,599,1227,628,1258
9,636.0606957809031,246.37157660991858,616,226,657,268
10,665.6275207591933,1061.153024911032,649,1044,685,1078
11,706.6386818360141,1088.9497842291094,669,1062,752,1111
12,720.187806587246,1006.2109320252277,696,984,744,1031
13,781.2166666666667,1369.1892857142857,769,1349,795,1391
14,800.4646324549237,1207.23439667129,789,1190,814,1226
15,866.4143920595534,666.2332506203473,852,647,881,687
16,892.0959922430511,931.1218487394958,860,885,925,971
17,893.3475073313783,1154.200879765396,877,1140,910,1170
18,938.2176529588767,1145.332998996991,922,1123,955,1168
19,948.129265770424,757.4943123061014,927,741,969,774
20,979.5004122011542,1351.2135201978565,958,1333,1003,1370
21,995.6380597014926,719.3768656716418,972,706,1021,734
22,1013.398428731762,1297.297418630752,994,1283,1035,1313
23,1022.7043701799486,48.411311053984576,1005,29,1040,71
24,1026.6362735381565,771.2775024777008,1010,750,1040,792
