label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,50.27203791469194,422.1696682464455,27,409,75,438
2,222.9476650563607,303.23027375201286,201,286,248,323
3,256.05259467040673,766.3176718092567,236,744,278,792
4,301.3125,659.7754629629629,282,632,322,689
5,408.8668831168831,1081.141774891775,390,1065,429,1100
6,514.7592592592592,910.0051085568327,495,886,536,936
7,550.8782707622298,1075.7883959044368,539,1054,563,1098
8,625.6198250728863,1204.3638483965015,594,1164,663,1240
9,636.3624454148471,238.83187772925766,618,221,653,257
10,682.320796460177,1149.0475663716813,666,1128,699,1170
11,737.9144800777453,1091.8377065111758,716,1075,761,1107
12,763.9872276483846,983.488354620586,745,959,787,1008
13,772.786577181208,9.467114093959731,753,0,795,25
14,782.7888748419722,674.5537294563843,763,662,804,688
15,838.8456767603064,968.8084640642102,801,940,880,999
16,897.8127167630058,885.0705202312139,873,860,922,910
17,901.1212989493791,591.6857688634193,887,568,919,614
18,925.295530726257,751.1167597765364,903,725,949,781
19,955.3381979695431,560.2290609137056,934,537,982,589
20,1022.440366972477,755.2123197903014,1002,731,1040,780
