label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,10.31578947368421,275.0611664295875,0,259,27,297
2,46.86328125,508.060546875,29,486,64,530
3,56.89373007438895,64.39744952178533,42,46,76,86
4,125.002920317063,823.3813099707968,96,784,162,868
5,143.10325047801146,1383.9904397705545,124,1374,163,1392
6,151.10262008733625,1066.6124454148471,128,1054,175,1081
7,157.07915567282322,650.2752858399297,136,634,181,668
8,192.4986413043478,868.6725543478261,176,854,210,885
9,226.9904109589041,1181.9493150684932,212,1165,243,1200
10,247.2612676056338,726.2774647887323,229,701,268,751
11,255.68979057591622,139.62434554973822,241,124,273,158
12,295.70603015075375,675.8802345058626,277,650,315,703
13,299.360346184107,963.4830841856806,282,941,319,989
14,304.2145998240985,1274.4441512752858,286,1255,326,1296
15,330.1989417989418,856.1925925925926,313,838,349,876
16,349.42615012106535,206.44188861985472,336,188,365,227
17,436.006936416185,1111.814450867052,412,1088,462,1135
18,459.8879946344735,902.8303152246814,429,865,494,941
19,493.69711163153784,1309.143637782982,474,1289,517,1331
20,516.1240409207161,884.8567774936062,496,873,536,899
21,515.2253968253968,991.1793650793651,501,976,530,1007
22,550.962457337884,1025.4205536594616,508,1005,594,1046
23,547.5292682926829,302.40365853658534,535,283,561,323
24,566.8620689655172,894.8543610547667,536,869,606,931
25,581.200956937799,1358.8430622009569,558,1342,605,1377
26,729.6106194690266,1051.2020648967552,714,1038,746,1066
27,732.4579207920792,978.105198019802,718,959,749,997
28,758.9670563230605,896.6386822529224,736,882,783,912
29,774.2317562149158,502.9542902967121,754,484,796,523
30,819.3897007654837,957.6680584551149,798,937,845,981
31,852.1343669250646,574.4237726098191,837,558,870,591
32,855.0121786197565,1193.6887686062246,838,1180,873,1208
33,892.036305732484,1291.6070063694267,869,1269,918,1314
34,896.4273504273505,839.7555555555556,875,812,919,866
35,919.905487804878,1376.685975609756,907,1360,934,1392
36,932.4749262536873,1260.4174041297936,916,1247,949,1276
37,932.6777456647399,1145.7124277456646,919,1130,949,1163
38,962.0985306828004,743.1210025929128,942,726,986,764
39,991.7234042553191,1061.156914893617,977,1046,1009,1078
40,991.675818373812,1121.6557550158395,979,1098,1006,1146
41,1014.1159169550173,1384.046712802768,993,1374,1035,1392
42,1017.2493670886076,1211.1215189873417,1003,1192,1032,1231
43,1027.4557142857143,1104.63,1012,1088,1040,1121
