label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,53.67860048820179,424.7005695687551,25,412,84,437
2,45.14705882352941,505.18286445012785,26,491,65,520
3,72.34125098970705,1039.6508313539193,54,1019,95,1063
4,245.8421052631579,318.687432867884,225,305,269,334
5,251.42125603864736,709.127536231884,229,678,274,742
6,294.5342465753425,1267.62915851272,278,1248,314,1290
7,306.3410301953819,656.4422735346359,291,631,323,683
8,351.39521800281295,208.0646976090014,338,192,366,226
9,411.5025445292621,1137.7678117048347,391,1115,436,1165
10,413.4383819379116,1275.3922859830668,397,1253,430,1297
11,433.69529411764705,1367.6588235294118,416,1352,453,1383
12,458.54153846153844,833.9805128205128,432,811,491,857
13,500.3020186335404,1307.9145962732919,480,1288,522,1329
14,510.5834782608696,166.02695652173912,488,149,531,188
15,543.9580299785868,913.5580299785868,517,880,575,953
16,561.6932624113475,169.75443262411346,544,150,583,192
17,596.9652173913043,1204.4608695652173,583,1190,613,1221
18,618.2776484284051,926.5686845168801,593,905,645,950
19,641.9270152505446,102.38779956427015,627,84,659,124
20,660.4913329348476,830.4267782426779,632,811,692,852
21,652.6913372582002,1078.5811606391926,636,1059,673,1103
22,671.856313497823,621.911465892598,659,605,686,640
23,708.9196185286104,1263.0354223433242,688,1239,730,1288
24,831.7745839636914,1208.5310136157336,809,1190,857,1229
25,846.872641509434,966.6952830188679,826,949,869,985
26,921.6001829826166,1090.9158279963403,902,1072,941,1109
27,962.0214438884918,744.8055754110079,940,725,986,765
28,967.2029887920299,631.9539227895392,949,618,987,647
29,971.4651515151515,815.6378787878788,957,801,987,831
30,999.0086206896551,1204.1512539184953,980,1182,1020,1228
31,1021.1341956345998,1371.1447049312853,1002,1351,1040,1392
