label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,261.40566801619434,764.0550607287449,244,743,281,789
2,510.17780840799446,886.2543073742247,489,864,534,911
3,575.6120469627361,986.6544155181215,534,972,618,1004
4,570.6880794701987,1085.4317880794702,549,1061,594,1110
5,628.634898388227,1186.6327960756832,605,1167,653,1207
6,657.5363941769317,1235.3980963045913,634,1208,680,1262
7,674.5675165250236,1038.152030217186,648,1010,700,1070
8,720.1060109289617,1145.6513661202187,700,1132,742,1161
9,730.6843615494978,993.7202295552368,716,978,746,1009
10,795.9832635983264,491.35648535564854,771,460,822,523
11,824.3483870967742,569.5341935483871,805,556,844,585
12,906.4717145343777,1307.3838120104438,887,1289,929,1328
13,906.6285460992908,376.90602836879435,888,356,927,398
14,913.1582895723931,1057.43135783946,892,1038,937,1079
15,937.6616431696646,768.8736023334953,916,736,961,802
16,943.8462783171522,1381.5388349514562,927,1370,961,1392
17,1003.9649845520082,1281.119464469619,983,1263,1024,1297
18,1021.7536945812808,669.853624208304,1001,645,1040,694
