label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,11.78978978978979,273.65165165165166,0,259,28,289
2,47.02156862745098,508.1343137254902,29,486,65,530
3,54.47638888888889,424.4916666666667,36,413,74,437
4,58.63345195729537,61.74258600237248,43,46,78,81
5,123.95670995670996,823.6861471861472,97,785,159,867
6,152.15862808145766,1066.989281886388,129,1054,176,1082
7,155.5330948121646,650.4660107334525,134,635,180,669
8,191.48133848133847,868.8738738738739,174,854,210,885
9,227.0468948035488,1184.3523447401774,212,1167,244,1203
10,247.2710413694722,728.8231098430813,229,704,268,754
11,252.05046257359126,133.98822539949538,235,110,273,159
12,295.65638389031704,675.286203941731,277,650,315,702
13,298.6509837467921,968.6852010265184,282,949,319,992
14,303.92532188841204,1274.5296137339055,285,1255,327,1296
15,327.9212062256809,855.6935797665369,310,836,347,877
16,349.446735395189,206.36655211912944,336,188,366,228
17,435.1326666666667,1110.2246666666667,411,1088,462,1132
18,461.06675224646983,896.3620025673941,428,866,495,926
19,493.49300155520996,1309.0015552099533,474,1289,517,1331
20,516.1851851851852,884.5448028673835,495,872,537,899
21,537.1598785732356,1016.909182899064,495,977,593,1047
22,567.9957014458773,893.2184447049628,535,866,610,931
23,580.1014354066986,1359.0822966507178,557,1342,604,1377
24,732.1744791666666,978.7578125,718,961,748,997
25,750.1808346213293,1286.5625965996908,735,1273,767,1301
26,758.7914893617021,896.5978723404255,736,882,783,911
27,773.3776223776224,503.1468531468532,753,484,795,524
28,817.1423635107118,959.0691085003456,795,939,844,981
29,835.3375142531357,1243.0684150513114,813,1229,858,1257
30,851.0941704035874,573.7324364723468,837,558,867,590
31,855.2489851150203,1193.8064952638701,838,1181,873,1208
32,892.146725440806,1291.5554156171286,869,1268,918,1314
33,896.4078549848942,825.0876132930514,881,812,913,839
34,932.0700280112045,1260.515406162465,915,1247,950,1276
35,932.1632047477744,1145.23293768546,919,1130,948,1162
36,961.9576856649395,742.6113989637306,941,725,986,763
37,991.3190921228304,1061.2536715620827,976,1046,1008,1078
38,991.5977401129943,1121.2621468926554,979,1099,1005,1144
39,1013.5259515570934,1384.2370242214533,991,1374,1035,1392
40,1016.8925925925926,1211.4888888888888,1002,1192,1032,1232
41,1026.357881136951,1105.0723514211886,1010,1088,1040,1121
