label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,46.46799307958477,511.4636678200692,22,492,72,531
2,53.87009590235397,425.16041848299915,27,413,82,439
3,82.42651657285803,1045.2188868042526,63,1016,104,1070
4,95.00550458715597,481.45412844036696,76,464,117,503
5,108.35654885654886,81.0987525987526,90,65,130,101
6,202.20866773675763,1092.2158908507224,183,1074,224,1114
7,231.68003913894324,319.70939334637967,210,306,255,336
8,254.87970711297072,713.4037656903765,236,677,274,748
9,295.9535104364326,1268.0872865275142,280,1249,316,1291
10,304.54214360041624,321.60249739854316,282,307,327,338
11,305.43189655172415,659.2051724137931,290,633,322,687
12,349.7877947295423,208.5242718446602,337,192,364,227
13,411.97856242118536,1138.0050441361916,392,1115,437,1165
14,408.7264875239923,1277.1737044145873,393,1257,427,1298
15,436.9572763684913,1371.222963951936,421,1356,454,1388
16,456.36724452554745,832.6952554744526,427,806,495,857
17,494.14954954954953,27.413513513513514,473,12,517,46
18,493.74657534246575,1308.0684931506848,473,1287,517,1330
19,509.6603325415677,188.33016627078385,495,170,527,209
20,521.1166936790924,991.6304700162075,507,978,536,1006
21,542.4967637540453,924.2815533980582,510,890,576,959
22,557.5591311343524,173.60981496379728,541,149,579,198
23,589.5534838076545,994.6840039254171,565,969,618,1021
24,592.1888111888112,236.37296037296036,574,215,614,261
25,615.5078534031413,920.1000581733566,591,892,640,949
26,624.7192118226601,1027.1483990147783,601,1005,650,1050
27,636.8787878787879,96.14097496706192,620,81,655,113
28,651.3340248962655,1075.9896265560167,634,1058,671,1096
29,675.7444120505345,620.3275024295433,659,602,696,642
30,708.8931788931789,1262.821106821107,687,1240,733,1287
31,761.9739436619718,742.8718309859155,740,722,787,765
32,777.7141286421111,961.8944474986256,752,938,803,988
33,818.7358053302434,1338.1865585168018,806,1317,832,1360
34,832.5359116022099,969.4475138121547,817,954,849,985
35,840.1479166666667,1199.9104166666666,818,1186,863,1214
36,882.9757033248081,1188.8631713554987,868,1172,900,1207
37,924.5166461159063,1090.4722564734896,907,1076,943,1105
38,934.5416666666666,1318.3964646464647,915,1304,955,1334
39,965.7247014456317,745.2489000628535,943,721,991,768
40,983.508547008547,871.4487179487179,950,847,1017,897
41,968.7321867321867,625.3513513513514,951,612,988,642
42,973.2571041948579,812.7834912043302,958,798,990,829
43,997.6675050301811,1208.4265593561367,973,1176,1023,1243
44,1025.4892561983472,468.88677685950415,1007,437,1040,496
45,1022.095867768595,1379.3636363636363,1008,1366,1037,1392
