label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,16.825136612021858,865.8105646630237,0,848,38,887
2,61.13793103448276,421.2783851976451,34,407,89,438
3,242.08808724832215,1088.8481543624162,224,1069,264,1111
4,258.3967236467237,759.1552706552707,241,736,280,787
5,313.096174863388,328.17814207650275,297,310,332,349
6,351.8287841191067,127.44913151364764,331,108,375,148
7,438.1847826086956,1042.9301242236024,426,1027,452,1060
8,523.120245398773,905.717791411043,510,885,537,927
9,569.136487221316,1005.4192495921696,545,978,592,1037
10,608.7356935014549,1194.8549951503394,586,1165,635,1227
11,722.332268370607,1155.8389776357828,681,1125,761,1185
12,732.578947368421,906.5220193340494,719,885,747,929
13,748.6707482993197,662.0748299319728,725,641,775,686
14,771.0862453531598,1102.260966542751,748,1080,795,1123
15,794.0333333333333,1283.6490740740742,776,1266,814,1304
16,817.7483953786906,1129.4120667522466,802,1114,836,1147
17,843.6173059768064,643.7413024085638,824,627,867,665
18,872.8028552005438,1221.3670972127804,852,1199,898,1246
19,895.389662027833,601.4584493041749,871,561,922,641
20,923.9204152249135,1373.767012687428,906,1356,944,1392
21,940.5624161073825,702.5812080536913,924,687,958,719
22,944.9761668321747,583.1072492552136,932,560,959,608
23,964.9787356321839,751.3390804597701,936,733,998,773
24,1023.6482939632546,1078.257217847769,1005,1065,1040,1095
25,1024.0872727272726,808.85,1006,788,1040,830
