label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,12.078671328671328,291.22027972027973,0,280,28,304
2,24.265323257766582,1318.3081444164568,6,1300,48,1341
3,47.36363636363637,425.13314244810306,16,412,80,439
4,54.450773558368496,504.53586497890296,24,483,85,526
5,81.66616541353383,937.1308270676692,66,924,98,952
6,133.25537634408602,1151.3413978494623,119,1134,147,1170
7,147.37476099426385,134.5621414913958,128,118,170,153
8,256.5958727429063,750.6870163370593,240,731,276,774
9,301.87148217636025,658.5290806754222,287,633,317,685
10,365.10979228486644,220.02255192878337,339,190,394,254
11,423.46314496314494,1009.0380835380836,408,993,441,1028
12,522.2927786499215,1055.5361067503925,486,1026,565,1085
13,502.88418079096044,840.1850282485875,487,825,520,857
14,513.0250347705146,1115.8956884561892,497,1102,531,1131
15,554.9538602101417,948.3997259022385,528,919,585,978
16,560.1054172767203,626.1932650073206,545,611,576,643
17,576.7672552166935,134.1677367576244,555,116,604,154
18,577.5352986811482,858.866563227308,559,839,599,882
19,682.177113702624,1192.9713313896987,611,1172,759,1215
20,637.6303871439006,985.3411249086924,620,962,657,1010
21,639.7579132473622,888.8065650644783,621,859,659,920
22,657.6511537715726,1092.622842738026,627,1036,705,1146
23,685.9338235294117,126.79117647058824,668,105,709,154
24,707.8884007029877,1030.9393673110721,688,1013,730,1052
25,736.380073800738,882.4317343173432,717,869,756,896
26,764.0883084577115,1329.5497512437812,749,1311,779,1348
27,803.953091684435,1212.6190476190477,759,1184,844,1237
28,821.1596573208723,859.8995327102804,798,838,841,887
29,833.2564766839379,1327.5155440414508,819,1309,848,1347
30,879.7299578059071,1252.9356540084389,851,1227,908,1280
31,889.5465393794749,1344.2569610182975,870,1324,912,1368
32,903.056270096463,894.3445873526259,879,871,931,920
33,915.1579818031431,570.085194375517,895,551,939,590
34,937.5730994152046,779.014619883041,921,766,955,793
35,965.78,1273.6635294117648,949,1255,982,1294
36,970.8862222222223,1320.4897777777778,951,1303,993,1340
37,1004.3752181500872,558.0610820244328,986,533,1025,585
38,1016.7172226532196,1207.2141194724593,987,1171,1040,1248
39,1005.7719806763286,718.2086956521739,988,700,1025,738
40,1022.5693673695894,1373.2563817980022,1004,1356,1040,1389
