label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,98.97945205479452,989.5313111545988,82,971,119,1011
2,209.42315175097275,679.4863813229572,192,662,230,700
3,285.12731481481484,885.2824074074074,271,868,302,906
4,531.4992088607595,1275.3837025316457,512,1255,553,1297
5,598.9621016365203,676.9267872523686,581,657,619,699
6,626.0208900999091,711.0036330608538,609,692,647,734
7,703.3177051202961,230.0919185687847,679,207,730,255
8,794.8736915561758,410.9002093510119,772,391,821,433
9,863.9255455712452,1069.3247753530168,851,1050,878,1090
10,939.5542427497314,839.7486573576799,918,826,963,855
11,980.9264544456641,111.9297475301866,958,101,1005,124
