label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,172.79020408163265,601.9020408163266,153,584,197,624
2,298.89102564102564,900.2032967032967,281,882,321,923
3,431.9128630705394,1094.6711618257261,414,1076,452,1114
4,434.4110275689223,199.87844611528823,418,185,453,218
5,690.5938661710037,1263.6124535315985,671,1246,712,1283
6,775.6950261780105,906.6544502617801,761,889,792,925
7,805.4301708898056,803.998821449617,780,781,833,827
8,823.3880952380953,1201.7666666666667,804,1186,843,1218
9,897.7567185289957,422.87270155586987,886,405,910,442
10,900.8422535211267,1017.9971830985916,889,1000,914,1037
11,974.186475409836,111.44467213114754,951,99,999,124
12,1027.9276693455797,1174.3880597014925,1013,1155,1040,1196
