label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,52.85777287761852,302.76185226019845,36,286,73,322
2,111.86285714285714,248.71714285714285,93,233,135,269
3,108.267252195734,977.5809284818067,96,958,122,998
4,143.69765258215963,278.93708920187794,129,257,160,304
5,215.44595561918396,1094.5841088045813,193,1075,242,1118
6,285.538261997406,1137.367055771725,272,1119,301,1156
7,312.07439446366783,1031.2595155709344,294,1011,332,1052
8,323.67261146496816,991.4980891719745,306,977,343,1007
9,425.62125197264595,1257.4965807469753,377,1219,468,1305
10,405.4683239775461,1038.771050521251,382,1003,434,1074
11,467.25374251497004,1202.0299401197606,447,1182,490,1222
12,467.40578265204385,1378.4845463609172,448,1362,488,1392
13,566.186936936937,471.0844594594595,541,450,597,495
14,683.4673913043479,742.7019927536232,658,729,710,757
15,711.511320754717,549.1669811320754,690,533,733,568
16,712.2646276595744,787.188829787234,695,772,730,804
17,722.5254237288135,350.3082627118644,701,336,745,366
18,721.9938461538461,467.04820512820515,706,449,741,487
19,824.7179487179487,383.51551956815115,808,369,843,399
20,869.0742511955701,937.1658696199346,823,904,913,980
21,865.7467362924282,1156.5783289817232,850,1141,883,1173
22,900.0562310030396,838.420466058764,871,819,931,861
23,944.7040960451977,443.6744350282486,923,425,969,465
24,1005.0745283018867,469.68962264150946,983,456,1030,487
