label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,10.018181818181818,211.3272727272727,0,199,24,224
2,70.04583333333333,758.3908333333334,52,737,91,783
3,202.0787878787879,1308.387878787879,187,1291,218,1328
4,272.6327623126338,1216.7483940042825,256,1196,290,1239
5,304.4139941690962,578.4839650145773,290,555,319,603
6,318.7173601147776,996.274031563845,290,978,346,1014
7,379.63621665319323,1243.1729991915925,360,1224,401,1264
8,470.030340303403,1176.649036490365,438,1141,505,1215
9,594.7837837837837,462.26416739319967,576,444,617,483
10,669.3457792207793,962.0746753246754,656,948,684,977
11,705.0006207324643,748.5450031036623,679,729,734,771
12,709.4048361934477,1354.653666146646,688,1336,730,1376
13,719.6808149405772,536.2648556876061,693,520,747,553
14,769.0670826833074,1330.3400936037442,753,1318,786,1344
15,855.4724458204334,1240.4377708978327,834,1217,878,1264
16,861.7214191852826,703.2273324572931,842,692,882,716
17,883.6039024390244,922.8775609756098,845,904,920,945
18,896.3779355543419,838.004915346805,866,820,930,859
