label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,64.24127906976744,946.5377906976744,47,935,82,960
2,95.71774193548387,293.76209677419354,78,277,117,314
3,301.1438923395445,1067.7412008281574,284,1049,322,1085
4,317.11621621621623,1227.7743243243244,303,1210,332,1246
5,452.2956558414171,1233.798397300717,418,1205,488,1264
6,530.590243902439,1150.7517073170732,509,1120,554,1179
7,561.1107828655835,382.47488921713443,538,363,586,404
8,558.7885040530582,1089.7715549005159,538,1066,583,1117
9,668.3819599109131,944.0200445434299,654,922,685,966
10,696.8941684665227,835.744060475162,675,820,720,852
11,714.0697674418604,547.1552888222055,690,528,738,568
12,790.876124567474,467.9273356401384,770,448,814,492
13,792.2523364485982,1182.657604078165,773,1164,814,1204
14,815.014537321778,1039.9712049203242,775,989,861,1088
15,830.8761732851985,917.3231046931407,803,877,865,948
16,836.4380804953561,704.2461300309598,821,691,853,718
17,857.3020948180816,1138.4101433296582,841,1122,874,1157
18,903.3733333333333,837.9817283950617,872,819,938,860
19,978.4646464646464,189.8356290174472,959,173,1002,208
