label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,16.666666666666668,834.1877256317689,1,817,31,854
2,39.49151103565365,658.3633276740238,18,640,64,679
3,56.47389033942559,815.4791122715404,43,800,74,834
4,170.69101796407185,950.6059880239521,151,937,191,965
5,182.7929292929293,836.7563131313132,170,818,196,857
6,246.2139344262295,1297.3409836065573,228,1278,269,1322
7,262.34170153417017,1202.8981868898186,250,1185,276,1222
8,287.68524590163935,1149.6049180327868,266,1131,312,1172
9,320.7339847991314,1065.85993485342,304,1049,340,1085
10,380.7695888285493,901.9743987587277,358,881,406,926
11,390.752380952381,1039.3238095238096,372,1019,412,1061
12,422.20126069338136,822.7555155335434,386,791,461,859
13,454.1814345991561,1260.014064697609,433,1239,478,1281
14,464.6565040650407,126.45731707317073,444,105,490,153
15,604.3369434416365,518.6197352587244,589,503,623,537
16,689.4231613611416,841.2338090010977,654,814,728,871
17,719.6963519313305,242.72210300429185,701,226,741,262
18,723.6466234967622,1043.950046253469,705,1022,745,1069
19,754.5832037325039,164.2737169517885,730,145,782,184
20,818.2399608227228,1337.286973555338,802,1316,837,1360
21,881.8845029239766,769.1681286549708,868,753,896,786
22,982.6330150068213,1374.1978171896317,964,1362,1002,1387
23,997.8834951456311,1236.56715210356,977,1217,1021,1258
