label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,39.55342136854742,1325.361344537815,24,1306,56,1346
2,69.91522491349481,1354.9506920415224,53,1335,89,1378
3,112.05511182108626,1102.2380191693292,86,1086,137,1118
4,347.43350383631713,747.4271099744245,335,728,360,768
5,446.9692712906058,965.5013169446884,429,945,467,988
6,493.98571428571427,1085.376530612245,476,1068,513,1104
7,711.2002635046114,882.7667984189724,695,868,728,898
8,768.7959356477561,1017.1363251481795,750,998,790,1038
9,911.9893790849674,1058.8790849673203,894,1038,931,1082
10,925.7030411449016,959.4937388193202,903,944,950,975
11,984.7752577319587,1117.4185567010309,965,1102,1005,1134
12,986.2522123893805,1061.2157079646017,971,1042,1003,1082
13,1002.0286885245902,1346.8620218579235,986,1331,1019,1364
