label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,49.74428274428274,781.3513513513514,32,765,70,801
2,154.64232365145227,1255.1842323651451,133,1236,178,1275
3,190.93333333333334,800.3294117647059,168,786,214,816
4,215.80257856567283,624.1893634165995,190,606,241,647
5,217.269989615784,859.1869158878504,203,840,235,882
6,341.13307984790873,28.511406844106464,321,14,365,47
7,350.27777777777777,998.9408983451536,325,977,379,1024
8,352.28688524590166,617.8381147540983,335,601,373,637
9,373.418410041841,895.8179916317991,352,879,396,913
10,399.74870466321244,933.6327720207254,381,906,423,962
11,423.6356209150327,1373.8161764705883,404,1355,445,1392
12,492.23280055594165,252.56080611535788,470,234,519,275
13,522.3320158102766,1278.1383399209485,503,1260,542,1298
14,665.996801705757,822.9264392324094,646,808,688,841
15,721.45,598.1594594594594,707,583,739,615
16,730.2389380530974,94.29203539823008,712,76,751,115
17,802.2136842105264,1356.5736842105264,780,1341,825,1374
18,837.3141762452108,1142.7816091954023,825,1124,851,1163
19,931.6516034985423,1188.069484936832,901,1162,965,1216
20,1026.9707661290322,751.2610887096774,1011,731,1040,773
