label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,99.68462549277267,185.35348226018397,82,171,119,201
2,110.25641025641026,869.2686202686202,94,853,127,888
3,142.05854241338113,1334.8936678614098,123,1320,162,1350
4,213.82083333333333,1047.8604166666667,196,1032,235,1067
5,220.4028697571744,878.9580573951434,203,863,241,897
6,315.8483606557377,820.5336065573771,295,799,335,841
7,385.1820809248555,1012.5674373795761,368,995,406,1034
8,386.33958103638366,898.4564498346197,369,883,407,916
9,448.0499231950845,1129.1697388632872,426,1110,471,1148
10,453.9230769230769,807.8426573426574,438,789,471,828
11,563.8291015625,945.4814453125,546,928,584,965
12,599.4082792207793,712.8108766233767,579,693,621,736
13,618.0317775571003,159.19463753723932,600,142,640,180
14,628.3840782122905,945.4301675977654,606,926,654,966
15,653.5449735449736,761.1190476190476,630,741,683,783
16,683.7137699845281,829.8148530170191,651,811,721,851
17,729.616522811344,615.2799013563501,713,601,748,632
18,734.8437900128041,1027.4827144686299,717,1012,754,1044
19,764.9014580191051,217.31473102061338,744,187,788,251
20,810.805615550756,1354.0356371490282,795,1334,828,1375
21,872.4163265306122,1073.2089795918366,854,1052,892,1096
22,973.8635714285714,953.2542857142857,949,934,999,973
23,995.4153636981645,1278.0700203942895,950,1233,1030,1317
24,984.7941818181819,1023.688,962,1006,1009,1046
25,1028.3569711538462,736.2055288461538,1015,716,1040,756
