label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,121.85657894736842,874.7473684210527,107,860,139,892
2,412.4966832504146,690.3922056384743,390,671,437,711
3,538.8833510074231,748.1399787910923,522,731,558,767
4,663.1972972972973,750.5081081081081,647,735,680,768
5,682.9115250291036,570.9022118742724,664,556,704,586
6,722.4108527131783,454.81524547803616,707,440,740,472
7,725.1085858585859,903.185606060606,710,887,743,919
8,882.2722443559097,193.99070385126163,867,179,900,211
9,887.3709964412811,1038.5160142348755,868,1020,909,1059
10,969.2485681557846,1288.9473081328752,952,1273,987,1306
