label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,14.543596730245232,824.9536784741144,0,809,30,843
2,185.49789385004212,836.9182813816344,168,817,206,860
3,250.84605263157894,1298.0078947368422,230,1276,277,1323
4,290.1669024045262,1153.9123055162659,267,1132,317,1179
5,311.0841121495327,812.7733644859813,295,795,330,831
6,321.04484304932737,1065.7103139013452,301,1048,343,1085
7,372.91782178217824,906.2118811881188,353,890,396,925
8,393.6388888888889,1034.8252032520325,372,1008,413,1059
9,430.9643620812545,815.1867426942266,406,795,457,836
10,431.0833333333333,733.6881313131313,417,716,446,753
11,453.5162601626016,138.41869918699186,430,110,484,175
12,457.3568215892054,1262.6461769115442,434,1243,481,1283
13,605.5144444444444,524.2155555555555,589,508,624,543
14,660.3122837370242,672.7698961937716,641,655,682,693
15,689.6925795053004,845.640585562847,658,813,727,880
16,724.5255423372988,1040.5038488453463,703,1010,746,1072
17,765.088803088803,172.47683397683397,741,152,793,195
18,817.3065187239945,1227.8363384188626,799,1214,836,1242
19,820.3968410661402,1331.7423494570583,804,1313,840,1354
20,960.9849435382685,1370.8293601003763,941,1358,982,1384
21,997.0318268618714,1238.8650541056652,970,1220,1023,1260
22,992.9134515119916,171.28988529718455,975,155,1014,190
