label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,47.04859611231102,224.29589632829374,29,208,68,243
2,56.91886964448496,108.68277119416591,35,93,81,126
3,77.88618925831202,1127.3644501278773,58,1115,98,1141
4,126.58640776699029,329.28058252427184,107,312,148,348
5,138.63192612137203,273.83179419525067,114,254,166,298
6,178.89590643274855,924.1309941520468,162,909,198,942
7,443.41235521235524,636.9073359073359,421,618,466,657
8,661.973474801061,813.314323607427,647,797,676,831
9,691.5373781148429,292.7323943661972,675,276,711,313
10,727.8192457737321,590.0780234070221,711,576,747,607
11,780.7057627118644,1264.0033898305085,759,1242,803,1290
12,856.7064364207222,1379.7425431711147,841,1366,874,1392
13,1022.564738292011,1194.0716253443527,1005,1180,1040,1209
