label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,143.0193596425912,1329.247207743857,120,1309,167,1351
2,212.55383211678833,830.5757299270073,195,809,232,853
3,220.65351812366737,882.4616204690832,205,865,238,903
4,322.34304511278197,818.0949248120301,305,800,343,838
5,393.12820512820514,999.7104700854701,367,967,423,1033
6,390.77414965986395,888.2884353741497,372,861,412,916
7,456.52766798418975,811.153162055336,437,795,479,831
8,476.5634328358209,894.3432835820895,452,866,505,924
9,508.1875,764.4431818181819,494,749,525,779
10,657.4545454545455,768.6252964426877,638,749,680,790
11,669.5980528511822,1071.4311543810848,657,1054,683,1090
12,679.3301486199575,838.7898089171974,659,824,701,855
13,724.2719298245614,209.13659147869674,708,193,742,227
14,728.1311274509804,621.9595588235294,712,607,747,639
15,729.446033810143,994.4161248374512,713,978,747,1012
16,809.7418899858957,1362.9026798307475,797,1346,824,1381
17,887.6535508637236,794.8119001919385,870,777,910,816
18,891.1629353233831,45.569651741293534,871,33,912,59
19,943.247311827957,519.1643625192012,929,505,959,534
20,972.0043431053203,1305.0705754614548,949,1293,996,1318
21,972.8346203346204,953.5785070785071,950,932,995,977
22,990.1870748299319,1372.5022675736961,971,1357,1011,1390
23,993.7738985868662,1030.7547797173731,974,1013,1018,1051
