label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,54.284230406043434,994.219074598678,38,974,71,1017
2,154.21194762684124,1252.7864157119477,133,1236,178,1273
3,215.06206088992974,625.2423887587822,194,613,237,638
4,223.2070949185043,704.0949185043145,206,682,242,728
5,333.75996533795495,1003.8171577123051,311,986,355,1023
6,327.53232462173315,265.53645116918847,312,251,345,282
7,340.4308211473566,25.164229471316087,324,9,360,45
8,383.2725903614458,909.5522088353414,355,881,409,940
9,369.79806362378974,987.6984785615491,355,971,386,1006
10,493.2124542124542,248.75457875457874,470,232,520,270
11,658.5652173913044,363.2278860569715,642,351,676,376
12,663.8648936170213,823.9425531914893,644,809,686,841
13,720.5566625155666,599.3698630136986,704,585,740,616
14,802.1794333683106,1356.9233997901365,780,1342,825,1374
15,842.4039024390244,195.73658536585367,825,178,864,218
16,930.2312958435208,1182.2180929095355,901,1153,961,1217
