label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,36.29582366589327,827.8039443155452,9,803,68,857
2,42.256410256410255,655.8141025641025,25,640,63,675
3,161.4466463414634,952.8506097560976,136,937,186,974
4,205.0640243902439,1044.9207317073171,192,1030,220,1062
5,280.07838983050846,1142.7171610169491,260,1126,301,1160
6,317.4810744810745,825.2930402930403,298,810,338,841
7,377.4110671936759,902.4120553359684,360,884,397,924
8,389.0321739130435,1040.933043478261,370,1022,410,1062
9,428.19969278033795,817.4807987711214,397,792,463,844
10,466.99153140437545,123.2999294283698,446,102,492,149
11,578.1934523809524,1290.751488095238,563,1276,594,1306
12,605.7972103004291,513.1330472103004,588,497,626,531
13,616.9240048250905,1025.4270205066346,597,1013,638,1039
14,688.0419129500268,839.6136485760344,652,814,727,868
15,720.6857142857143,241.40295566502462,700,224,743,261
16,723.8679069767442,1041.68,705,1020,745,1066
17,727.5876042908224,613.4696066746126,710,598,747,630
18,817.6277227722773,1339.5247524752476,802,1320,837,1362
19,881.7582417582418,769.6538461538462,867,753,897,787
20,976.2866836301951,1373.136556403732,948,1359,1005,1388
21,971.600790513834,1304.2332015810277,952,1292,992,1316
22,999.3790896159318,1237.4601706970127,979,1215,1020,1260
23,1027.9386363636363,737.6409090909091,1014,716,1040,760
